Curs;Estudis;Codi àrea territorial;Àrea territorial;Naturalesa;Titularitat;Matrícula concertada (S/N);Sexe;NESE agrupació;NESE descripció;Alumnes matriculats
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL SEVERA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;16
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU DEPENENT;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;16
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;130
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;16
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;264
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;31
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;772
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;165
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;1025
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;869
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;16
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;12
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;15
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL SEVERA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;19
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;15
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;11
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;25
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA PROFUNDA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;43
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU DEPENENT;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;10
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;107
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;38
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;56
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;149
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;75
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL SEVERA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;35
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;61
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;16
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;134
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;49
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;108
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0243;TERRES DE L'EBRE;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;311
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;NO;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU DEPENENT;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;NO;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;NO;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;16
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;NO;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;NO;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;27
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;25
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;27
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA PROFUNDA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;22
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;10
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL SEVERA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU DEPENENT;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;28
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;13
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;29
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;63
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;264
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;33
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL PROFUNDA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL SEVERA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0308;BAIX LLOBREGAT;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;4
